,time_in_sec,Acceleration_vertical_axis(in G),Acceleration_lateral_axis(in G),id_of_antenna_reading,signal_strength_indicator(RSSI),Phase,Frequency,target
46669,236.15,0.055119000000000015,-0.12771,3,-56.0,0.13039,920.25,3
46670,236.2,0.055119000000000015,-0.12771,3,-56.0,0.13039,920.25,3
46671,236.23,0.055119000000000015,-0.12771,3,-56.0,0.13039,920.25,3
46672,236.28,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46673,236.33,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46674,236.35,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46675,236.4,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46676,236.45,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46677,236.48,0.055119000000000015,-0.12771,1,-57.5,0.28379,920.25,3
46678,236.53,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46679,236.58,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46680,236.63,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46681,236.65,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46682,236.7,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46683,236.75,0.055119000000000015,-0.12771,1,-56.5,4.7691,922.25,3
46684,236.78,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46685,236.83,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46686,236.88,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46687,236.9,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46688,236.95,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46689,237.0,0.055119000000000015,-0.12771,1,-56.5,5.6543,921.25,3
46690,237.03,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46691,237.08,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46692,237.13,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46693,237.15,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46694,237.2,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46695,237.25,0.055119000000000015,-0.12771,4,-62.5,1.445,924.25,3
46696,237.28,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46697,237.33,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46698,237.38,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46699,237.4,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46700,237.45,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46701,237.5,0.055119000000000015,-0.12771,1,-57.0,6.1344,920.75,3
46702,237.55,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46703,237.58,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46704,237.63,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46705,237.68,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46706,237.7,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46707,237.75,0.02067,-0.082102,4,-62.0,6.0899,922.75,3
46708,237.8,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46709,237.83,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46710,237.88,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46711,237.93,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46712,237.95,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46713,238.0,0.02067,-0.082102,4,-62.5,0.91118,921.75,3
46714,238.05,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46715,238.08,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46716,238.13,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46717,238.18,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46718,238.2,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46719,238.25,0.02067,-0.082102,1,-56.5,0.37122,923.75,3
46720,238.3,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46721,238.35,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46722,238.38,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46723,238.43,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46724,238.48,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46725,238.5,0.0091865,-0.093505,1,-57.0,0.35742,920.25,3
46726,238.55,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46727,238.6,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46728,238.63,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46729,238.68,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46730,238.73,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46731,238.75,0.0091865,-0.093505,3,-54.5,5.1388,922.25,3
46732,238.8,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46733,238.85,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46734,238.9,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46735,238.93,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46736,238.98,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46737,239.0,0.0091865,-0.082102,4,-62.0,1.4128,921.25,3
46738,239.05,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46739,239.1,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46740,239.13,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46741,239.18,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46742,239.23,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46743,239.28,0.0091865,-0.082102,4,-62.5,4.5759,924.25,3
46744,239.3,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46745,239.35,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46746,239.4,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46747,239.43,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46748,239.48,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46749,239.53,0.0091865,-0.082102,4,-62.5,1.9113,920.75,3
46750,239.55,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46751,239.6,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46752,239.65,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46753,239.68,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46754,239.73,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46755,239.78,0.0091865,-0.082102,1,-57.0,5.3413,925.25,3
46756,239.83,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46757,239.85,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46758,239.9,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46759,239.93,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46760,239.98,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46761,240.03,0.0091865,-0.082102,1,-57.0,5.7616,924.75,3
46762,240.08,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46763,240.1,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46764,240.15,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46765,240.2,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46766,240.23,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46767,240.28,0.032152999999999994,-0.12771,3,-55.5,5.4502,921.75,3
46768,240.33,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46769,240.35,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46770,240.4,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46771,240.45,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46772,240.48,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46773,240.53,0.032152999999999994,-0.12771,4,-62.5,5.0729,923.75,3
46774,240.58,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46775,240.63,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46776,240.65,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46777,240.7,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46778,240.75,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46779,240.78,0.032152999999999994,-0.12771,3,-56.0,4.5283,923.25,3
46780,241.0,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46781,241.05,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46782,241.1,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46783,241.13,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46784,241.18,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46785,241.23,-0.025263,-0.059296,1,-56.5,4.7968,922.25,3
46786,241.25,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46787,241.3,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46788,241.35,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46789,241.4,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46790,241.43,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46791,241.48,-0.025263,-0.059296,4,-62.5,1.3821,921.25,3
46792,241.53,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46793,241.55,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46794,241.6,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46795,241.65,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46796,241.68,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46797,241.73,-0.025263,-0.059296,3,-56.0,0.78693,924.25,3
46798,241.78,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46799,241.8,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46800,241.85,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46801,241.9,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46802,241.95,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46803,241.98,0.02067,-0.10491,1,-57.0,5.3797,925.25,3
46804,242.03,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46805,242.05,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46806,242.1,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46807,242.15,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46808,242.18,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46809,242.23,0.02067,-0.10491,1,-57.0,5.7969,924.75,3
46810,242.28,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46811,242.33,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46812,242.35,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46813,242.4,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46814,242.45,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46815,242.48,0.02067,-0.10491,3,-56.5,0.4786,924.75,3
46816,242.53,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46817,242.58,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46818,242.6,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46819,242.65,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46820,242.7,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46821,242.73,0.02067,-0.10491,1,-56.5,1.2778,922.75,3
46822,242.78,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46823,242.83,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46824,242.88,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46825,242.9,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46826,242.95,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46827,242.98,0.02067,-0.10491,1,-56.5,5.2662,921.75,3
46828,243.03,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46829,243.08,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46830,243.13,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46831,243.15,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46832,243.2,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46833,243.25,0.02067,-0.10491,1,-56.5,0.40497,923.75,3
46834,243.28,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46835,243.33,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46836,243.38,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46837,243.4,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46838,243.45,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46839,243.5,0.02067,-0.10491,1,-56.5,0.42184,923.75,3
46840,243.53,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46841,243.58,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46842,243.63,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46843,243.68,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46844,243.7,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46845,243.75,0.02067,-0.10491,3,-57.0,6.1727,925.75,3
46846,243.78,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46847,243.83,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46848,243.88,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46849,243.9,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46850,243.95,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46851,244.0,0.02067,-0.10491,3,-55.0,1.3975,923.25,3
46852,244.05,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46853,244.08,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46854,244.13,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46855,244.15,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46856,244.2,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46857,244.25,0.055119000000000015,-0.13912,3,-55.5,0.052154999999999986,920.25,3
46858,244.3,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46859,244.33,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46860,244.38,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46861,244.43,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46862,244.45,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46863,244.5,0.055119000000000015,-0.13912,4,-62.5,0.29606,922.25,3
46864,244.55,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46865,244.58,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46866,244.63,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46867,244.68,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46868,244.7,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46869,244.75,0.055119000000000015,-0.13912,1,-56.5,5.711,921.25,3
46870,244.8,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46871,244.85,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46872,244.88,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46873,244.93,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46874,244.98,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46875,245.0,0.055119000000000015,-0.13912,3,-56.5,0.8145399999999999,924.25,3
46876,245.05,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46877,245.1,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46878,245.13,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46879,245.18,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46880,245.23,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46881,245.25,0.055119000000000015,-0.13912,4,-62.5,4.9624,920.75,3
46882,245.3,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46883,245.35,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46884,245.38,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46885,245.43,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46886,245.48,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46887,245.5,0.032152999999999994,-0.12771,3,-56.5,0.55837,924.75,3
46888,245.55,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46889,245.6,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46890,245.63,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46891,245.68,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46892,245.73,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46893,245.75,0.032152999999999994,-0.12771,3,-55.5,4.8504,922.75,3
46894,245.8,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46895,245.85,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46896,245.88,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46897,245.93,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46898,245.98,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46899,246.03,0.032152999999999994,-0.12771,1,-56.5,5.2554,921.75,3
46900,246.05,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46901,246.1,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46902,246.15,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46903,246.18,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46904,246.23,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46905,246.28,0.032152999999999994,-0.12771,1,-56.5,2.0923,921.75,3
46906,246.3,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46907,246.35,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46908,246.4,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46909,246.43,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46910,246.48,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46911,246.53,0.032152999999999994,-0.12771,4,-62.5,1.896,923.75,3
46912,246.55,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46913,246.6,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46914,246.65,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46915,246.68,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46916,246.73,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46917,246.78,0.078086,-0.15052,3,-55.5,0.056757,920.25,3
46918,246.83,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46919,246.85,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46920,246.9,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46921,246.95,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46922,246.98,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46923,247.03,0.078086,-0.15052,1,-57.5,0.35282,920.25,3
46924,247.08,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46925,247.1,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46926,247.15,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46927,247.2,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46928,247.23,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46929,247.28,0.078086,-0.15052,3,-55.0,5.0836,922.25,3
46930,247.33,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46931,247.35,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46932,247.4,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46933,247.45,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46934,247.5,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46935,247.53,0.078086,-0.15052,4,-62.5,1.3683,921.25,3
46936,247.58,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46937,247.6,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46938,247.65,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46939,247.7,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46940,247.75,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46941,247.78,0.078086,-0.15052,3,-56.5,0.75625,924.25,3
46942,247.83,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46943,247.88,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46944,247.9,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46945,247.95,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46946,248.0,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46947,248.05,0.055119000000000015,-0.13912,3,-57.0,0.16567,925.25,3
46948,248.08,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46949,248.13,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46950,248.15,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46951,248.2,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46952,248.25,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46953,248.3,0.055119000000000015,-0.13912,4,-63.5,0.8912399999999999,924.75,3
46954,248.33,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46955,248.38,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46956,248.43,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46957,248.45,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46958,248.5,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46959,248.55,0.055119000000000015,-0.13912,1,-56.5,1.2778,922.75,3
46960,248.58,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46961,248.63,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46962,248.68,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46963,248.7,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46964,248.75,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46965,248.8,0.055119000000000015,-0.13912,1,-56.5,2.1215,921.75,3
46966,248.85,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46967,248.88,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46968,248.93,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46969,248.98,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46970,249.0,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46971,249.05,-0.036746,-0.03649,1,-57.0,0.38503,923.75,3
46972,249.1,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46973,249.13,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46974,249.18,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46975,249.23,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46976,249.25,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46977,249.3,-0.036746,-0.03649,3,-57.5,6.2157,925.75,3
46978,249.35,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46979,249.38,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46980,249.43,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46981,249.48,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46982,249.5,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46983,249.55,-0.036746,-0.03649,4,-62.0,5.5269,923.25,3
46984,249.6,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46985,249.63,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46986,249.68,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46987,249.73,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46988,249.78,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46989,249.8,-0.036746,-0.03649,1,-57.5,0.33441,920.25,3
46990,249.85,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46991,249.9,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46992,249.93,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46993,249.98,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46994,250.03,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46995,250.05,0.0091865,-0.070699,1,-57.0,6.2034,924.25,3
46996,250.1,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
46997,250.15,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
46998,250.18,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
46999,250.23,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
47000,250.28,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
47001,250.3,0.0091865,-0.070699,3,-55.5,6.0362,920.75,3
47002,250.35,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47003,250.4,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47004,250.43,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47005,250.48,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47006,250.53,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47007,250.58,0.0091865,-0.070699,3,-57.0,0.20095,925.25,3
47008,250.6,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47009,250.65,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47010,250.7,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47011,250.73,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47012,250.78,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47013,250.83,-0.048229,-0.047893,1,-56.5,1.2824,922.75,3
47014,250.85,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47015,250.9,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47016,250.95,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47017,250.98,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47018,251.03,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47019,251.08,-0.048229,-0.047893,1,-56.5,5.2784,921.75,3
47020,251.1,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47021,251.15,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47022,251.2,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47023,251.23,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47024,251.28,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47025,251.33,-0.048229,-0.047893,1,-56.5,2.1384,921.75,3
47026,251.35,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47027,251.4,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47028,251.45,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47029,251.5,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47030,251.53,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47031,251.58,-0.048229,-0.047893,3,-55.5,1.0769,923.75,3
47032,251.63,-0.048229,-0.047893,4,-65.0,6.1681,925.75,3
47033,251.65,-0.048229,-0.047893,4,-65.0,6.1681,925.75,3
47034,251.7,-0.048229,-0.047893,4,-65.0,6.1681,925.75,3
